type,question,correct,wrong1,wrong2,image
Figures,How many red figures?,2,3,1,figures_6_4_354424_727711_277167_717144.png
Figures,How many green figures?,18,17,19,figures_6_4_354424_727711_277167_717144.png
Figures,How many blue figures?,4,6,2,figures_6_4_354424_727711_277167_717144.png
Figures,How many red triangles?,0,1,2,figures_6_4_354424_727711_277167_717144.png
Figures,How many green triangles?,5,3,4,figures_6_4_354424_727711_277167_717144.png
Figures,How many blue triangles?,3,1,5,figures_6_4_354424_727711_277167_717144.png
Figures,How many red squares?,1,0,3,figures_6_4_354424_727711_277167_717144.png
Figures,How many green squares?,5,3,6,figures_6_4_354424_727711_277167_717144.png
Figures,How many blue squares?,1,3,2,figures_6_4_354424_727711_277167_717144.png
Figures,How many red circles?,1,2,0,figures_6_4_354424_727711_277167_717144.png
Figures,How many green circles?,8,7,11,figures_6_4_354424_727711_277167_717144.png
Figures,How many blue circles?,0,1,2,figures_6_4_354424_727711_277167_717144.png
Figures,How many figures?,24,21,25,figures_6_4_385611_037874_241105_002843.png
Figures,How many columns?,6,4,8,figures_6_4_385611_037874_241105_002843.png
Figures,How many rows?,4,5,6,figures_6_4_385611_037874_241105_002843.png
Figures,How many triangles?,10,11,8,figures_6_4_385611_037874_241105_002843.png
Figures,How many squares?,8,6,5,figures_6_4_385611_037874_241105_002843.png
Figures,How many circles?,6,5,7,figures_6_4_385611_037874_241105_002843.png
Figures,How many red figures?,8,10,9,figures_6_4_385611_037874_241105_002843.png
Figures,How many green figures?,9,12,11,figures_6_4_385611_037874_241105_002843.png
Figures,How many blue figures?,7,9,5,figures_6_4_385611_037874_241105_002843.png
Figures,How many red triangles?,4,5,6,figures_6_4_385611_037874_241105_002843.png
Figures,How many green triangles?,4,6,3,figures_6_4_385611_037874_241105_002843.png
Figures,How many blue triangles?,2,4,0,figures_6_4_385611_037874_241105_002843.png
Figures,How many red squares?,3,1,5,figures_6_4_385611_037874_241105_002843.png
Figures,How many green squares?,3,4,5,figures_6_4_385611_037874_241105_002843.png
Figures,How many blue squares?,2,1,3,figures_6_4_385611_037874_241105_002843.png
Figures,How many red circles?,1,0,2,figures_6_4_385611_037874_241105_002843.png
Figures,How many green circles?,2,3,1,figures_6_4_385611_037874_241105_002843.png
Figures,How many blue circles?,3,2,1,figures_6_4_385611_037874_241105_002843.png
Figures,How many figures?,24,20,26,figures_6_4_512257_401624_757071_736213.png
Figures,How many columns?,6,8,5,figures_6_4_512257_401624_757071_736213.png
Figures,How many rows?,4,6,2,figures_6_4_512257_401624_757071_736213.png
Figures,How many triangles?,10,13,12,figures_6_4_512257_401624_757071_736213.png
Figures,How many squares?,7,5,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many circles?,7,4,6,figures_6_4_512257_401624_757071_736213.png
Figures,How many red figures?,6,5,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many green figures?,11,14,13,figures_6_4_512257_401624_757071_736213.png
Figures,How many blue figures?,7,4,10,figures_6_4_512257_401624_757071_736213.png
Figures,How many red triangles?,2,1,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many green triangles?,4,6,2,figures_6_4_512257_401624_757071_736213.png
Figures,How many blue triangles?,4,3,5,figures_6_4_512257_401624_757071_736213.png
Figures,How many red squares?,2,3,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many green squares?,2,0,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many blue squares?,3,5,4,figures_6_4_512257_401624_757071_736213.png
Figures,How many red circles?,2,4,1,figures_6_4_512257_401624_757071_736213.png
Figures,How many green circles?,5,7,6,figures_6_4_512257_401624_757071_736213.png
Figures,How many blue circles?,0,2,1,figures_6_4_512257_401624_757071_736213.png
Figures,How many figures?,24,28,21,figures_6_4_214037_300232_847033_488651.png
Figures,How many columns?,6,4,8,figures_6_4_214037_300232_847033_488651.png
Figures,How many rows?,4,6,3,figures_6_4_214037_300232_847033_488651.png
Figures,How many triangles?,9,11,8,figures_6_4_214037_300232_847033_488651.png
Figures,How many squares?,9,10,6,figures_6_4_214037_300232_847033_488651.png
Figures,How many circles?,6,8,5,figures_6_4_214037_300232_847033_488651.png
Figures,How many red figures?,10,9,13,figures_6_4_214037_300232_847033_488651.png
Figures,How many green figures?,7,8,9,figures_6_4_214037_300232_847033_488651.png
Figures,How many blue figures?,7,6,10,figures_6_4_214037_300232_847033_488651.png
Figures,How many red triangles?,4,2,5,figures_6_4_214037_300232_847033_488651.png
Figures,How many green triangles?,2,0,4,figures_6_4_214037_300232_847033_488651.png
Figures,How many blue triangles?,3,4,5,figures_6_4_214037_300232_847033_488651.png
Figures,How many red squares?,5,7,6,figures_6_4_214037_300232_847033_488651.png
Figures,How many green squares?,3,4,5,figures_6_4_214037_300232_847033_488651.png
Figures,How many blue squares?,1,0,2,figures_6_4_214037_300232_847033_488651.png
Figures,How many red circles?,1,0,3,figures_6_4_214037_300232_847033_488651.png
Figures,How many green circles?,2,4,0,figures_6_4_214037_300232_847033_488651.png
Figures,How many blue circles?,3,5,1,figures_6_4_214037_300232_847033_488651.png
Figures,How many figures?,24,29,22,figures_6_4_287816_040368_062812_387788.png
Figures,How many columns?,6,8,4,figures_6_4_287816_040368_062812_387788.png
Figures,How many rows?,4,6,2,figures_6_4_287816_040368_062812_387788.png
Figures,How many triangles?,8,6,9,figures_6_4_287816_040368_062812_387788.png
Figures,How many squares?,3,5,1,figures_6_4_287816_040368_062812_387788.png
Figures,How many circles?,13,11,10,figures_6_4_287816_040368_062812_387788.png
Figures,How many red figures?,8,11,9,figures_6_4_287816_040368_062812_387788.png
Figures,How many green figures?,6,5,4,figures_6_4_287816_040368_062812_387788.png
Figures,How many blue figures?,10,13,7,figures_6_4_287816_040368_062812_387788.png
Figures,How many red triangles?,3,4,5,figures_6_4_287816_040368_062812_387788.png
Figures,How many green triangles?,2,1,3,figures_6_4_287816_040368_062812_387788.png
Figures,How many blue triangles?,3,2,1,figures_6_4_287816_040368_062812_387788.png
Figures,How many red squares?,2,1,0,figures_6_4_287816_040368_062812_387788.png
Figures,How many green squares?,1,3,2,figures_6_4_287816_040368_062812_387788.png
Figures,How many blue squares?,0,1,2,figures_6_4_287816_040368_062812_387788.png
Figures,How many red circles?,3,1,4,figures_6_4_287816_040368_062812_387788.png
Figures,How many green circles?,3,2,5,figures_6_4_287816_040368_062812_387788.png
Figures,How many blue circles?,7,10,5,figures_6_4_287816_040368_062812_387788.png
Figures,How many figures?,24,26,22,figures_6_4_075662_462831_478704_356428.png
Figures,How many columns?,6,4,7,figures_6_4_075662_462831_478704_356428.png
Figures,How many rows?,4,5,3,figures_6_4_075662_462831_478704_356428.png
Figures,How many triangles?,6,8,4,figures_6_4_075662_462831_478704_356428.png
Figures,How many squares?,8,11,5,figures_6_4_075662_462831_478704_356428.png
Figures,How many circles?,10,7,11,figures_6_4_075662_462831_478704_356428.png
Figures,How many red figures?,8,6,7,figures_6_4_075662_462831_478704_356428.png
Figures,How many green figures?,8,6,10,figures_6_4_075662_462831_478704_356428.png
Figures,How many blue figures?,8,9,7,figures_6_4_075662_462831_478704_356428.png
Figures,How many red triangles?,2,1,0,figures_6_4_075662_462831_478704_356428.png
Figures,How many green triangles?,1,3,0,figures_6_4_075662_462831_478704_356428.png
Figures,How many blue triangles?,3,2,5,figures_6_4_075662_462831_478704_356428.png
Figures,How many red squares?,2,0,4,figures_6_4_075662_462831_478704_356428.png
Figures,How many green squares?,4,5,2,figures_6_4_075662_462831_478704_356428.png
Figures,How many blue squares?,2,1,4,figures_6_4_075662_462831_478704_356428.png
Figures,How many red circles?,4,5,3,figures_6_4_075662_462831_478704_356428.png
Figures,How many green circles?,3,1,2,figures_6_4_075662_462831_478704_356428.png
Figures,How many blue circles?,3,5,1,figures_6_4_075662_462831_478704_356428.png
Figures,How many figures?,24,26,21,figures_6_4_487688_716685_452753_781717.png
Figures,How many columns?,6,4,5,figures_6_4_487688_716685_452753_781717.png
Figures,How many rows?,4,2,5,figures_6_4_487688_716685_452753_781717.png
Figures,How many triangles?,4,5,2,figures_6_4_487688_716685_452753_781717.png
Figures,How many squares?,6,7,8,figures_6_4_487688_716685_452753_781717.png
Figures,How many circles?,14,13,11,figures_6_4_487688_716685_452753_781717.png
Figures,How many red figures?,4,3,5,figures_6_4_487688_716685_452753_781717.png
Figures,How many green figures?,11,9,12,figures_6_4_487688_716685_452753_781717.png
Figures,How many blue figures?,9,6,11,figures_6_4_487688_716685_452753_781717.png
Figures,How many red triangles?,0,1,2,figures_6_4_487688_716685_452753_781717.png
Figures,How many green triangles?,3,4,5,figures_6_4_487688_716685_452753_781717.png
Figures,How many blue triangles?,1,3,2,figures_6_4_487688_716685_452753_781717.png
Figures,How many red squares?,1,0,3,figures_6_4_487688_716685_452753_781717.png
Figures,How many green squares?,2,3,1,figures_6_4_487688_716685_452753_781717.png
Figures,How many blue squares?,3,4,1,figures_6_4_487688_716685_452753_781717.png
Figures,How many red circles?,3,4,1,figures_6_4_487688_716685_452753_781717.png
Figures,How many green circles?,6,7,5,figures_6_4_487688_716685_452753_781717.png
Figures,How many blue circles?,5,7,3,figures_6_4_487688_716685_452753_781717.png
Figures,How many figures?,24,23,20,figures_6_4_207310_204126_880864_286453.png
Figures,How many columns?,6,4,7,figures_6_4_207310_204126_880864_286453.png
Figures,How many rows?,4,5,3,figures_6_4_207310_204126_880864_286453.png
Figures,How many triangles?,10,9,8,figures_6_4_207310_204126_880864_286453.png
Figures,How many squares?,6,4,7,figures_6_4_207310_204126_880864_286453.png
Figures,How many circles?,8,10,5,figures_6_4_207310_204126_880864_286453.png
Figures,How many red figures?,9,12,10,figures_6_4_207310_204126_880864_286453.png
Figures,How many green figures?,6,5,4,figures_6_4_207310_204126_880864_286453.png
Figures,How many blue figures?,9,6,11,figures_6_4_207310_204126_880864_286453.png
Figures,How many red triangles?,4,3,2,figures_6_4_207310_204126_880864_286453.png
Figures,How many green triangles?,2,4,0,figures_6_4_207310_204126_880864_286453.png
Figures,How many blue triangles?,4,5,3,figures_6_4_207310_204126_880864_286453.png
Figures,How many red squares?,2,0,3,figures_6_4_207310_204126_880864_286453.png
Figures,How many green squares?,3,2,5,figures_6_4_207310_204126_880864_286453.png
Figures,How many blue squares?,1,0,3,figures_6_4_207310_204126_880864_286453.png
Figures,How many red circles?,3,5,1,figures_6_4_207310_204126_880864_286453.png
Figures,How many green circles?,1,2,3,figures_6_4_207310_204126_880864_286453.png
Figures,How many blue circles?,4,2,6,figures_6_4_207310_204126_880864_286453.png
Figures,How many figures?,24,25,28,figures_6_4_383128_524524_736447_027555.png
Figures,How many columns?,6,5,4,figures_6_4_383128_524524_736447_027555.png
Figures,How many rows?,4,5,2,figures_6_4_383128_524524_736447_027555.png
Figures,How many triangles?,6,4,7,figures_6_4_383128_524524_736447_027555.png
Figures,How many squares?,12,14,15,figures_6_4_383128_524524_736447_027555.png
Figures,How many circles?,6,4,7,figures_6_4_383128_524524_736447_027555.png
Figures,How many red figures?,5,7,3,figures_6_4_383128_524524_736447_027555.png
Figures,How many green figures?,8,10,11,figures_6_4_383128_524524_736447_027555.png
Figures,How many blue figures?,11,12,10,figures_6_4_383128_524524_736447_027555.png
Figures,How many red triangles?,1,3,0,figures_6_4_383128_524524_736447_027555.png
Figures,How many green triangles?,1,3,2,figures_6_4_383128_524524_736447_027555.png
Figures,How many blue triangles?,4,3,6,figures_6_4_383128_524524_736447_027555.png
Figures,How many red squares?,3,2,5,figures_6_4_383128_524524_736447_027555.png
Figures,How many green squares?,4,3,6,figures_6_4_383128_524524_736447_027555.png
Figures,How many blue squares?,5,4,7,figures_6_4_383128_524524_736447_027555.png
Figures,How many red circles?,1,2,0,figures_6_4_383128_524524_736447_027555.png
Figures,How many green circles?,3,2,4,figures_6_4_383128_524524_736447_027555.png
Figures,How many blue circles?,2,3,4,figures_6_4_383128_524524_736447_027555.png
Figures,How many figures?,24,28,20,figures_6_4_833425_355867_008454_117321.png
Figures,How many columns?,6,7,8,figures_6_4_833425_355867_008454_117321.png
Figures,How many rows?,4,3,2,figures_6_4_833425_355867_008454_117321.png
Figures,How many triangles?,7,6,5,figures_6_4_833425_355867_008454_117321.png
Figures,How many squares?,11,14,13,figures_6_4_833425_355867_008454_117321.png
Figures,How many circles?,6,5,8,figures_6_4_833425_355867_008454_117321.png
Figures,How many red figures?,7,5,9,figures_6_4_833425_355867_008454_117321.png
Figures,How many green figures?,8,9,7,figures_6_4_833425_355867_008454_117321.png
Figures,How many blue figures?,9,8,11,figures_6_4_833425_355867_008454_117321.png
Figures,How many red triangles?,2,1,4,figures_6_4_833425_355867_008454_117321.png
Figures,How many green triangles?,3,4,2,figures_6_4_833425_355867_008454_117321.png
Figures,How many blue triangles?,2,4,1,figures_6_4_833425_355867_008454_117321.png
Figures,How many red squares?,4,3,5,figures_6_4_833425_355867_008454_117321.png
Figures,How many green squares?,3,2,4,figures_6_4_833425_355867_008454_117321.png
Figures,How many blue squares?,4,3,2,figures_6_4_833425_355867_008454_117321.png
Figures,How many red circles?,1,0,3,figures_6_4_833425_355867_008454_117321.png
Figures,How many green circles?,2,1,0,figures_6_4_833425_355867_008454_117321.png
Figures,How many blue circles?,3,1,4,figures_6_4_833425_355867_008454_117321.png
Figures,How many figures?,24,19,27,figures_6_4_016174_061466_178232_755402.png
Figures,How many columns?,6,4,7,figures_6_4_016174_061466_178232_755402.png
Figures,How many rows?,4,5,6,figures_6_4_016174_061466_178232_755402.png
Figures,How many triangles?,10,9,11,figures_6_4_016174_061466_178232_755402.png
Figures,How many squares?,6,7,5,figures_6_4_016174_061466_178232_755402.png
Figures,How many circles?,8,7,9,figures_6_4_016174_061466_178232_755402.png
Figures,How many red figures?,8,10,7,figures_6_4_016174_061466_178232_755402.png
Figures,How many green figures?,10,13,9,figures_6_4_016174_061466_178232_755402.png
Figures,How many blue figures?,6,4,7,figures_6_4_016174_061466_178232_755402.png
Figures,How many red triangles?,3,1,4,figures_6_4_016174_061466_178232_755402.png
Figures,How many green triangles?,4,5,3,figures_6_4_016174_061466_178232_755402.png
Figures,How many blue triangles?,3,2,5,figures_6_4_016174_061466_178232_755402.png
Figures,How many red squares?,1,2,0,figures_6_4_016174_061466_178232_755402.png
Figures,How many green squares?,3,4,2,figures_6_4_016174_061466_178232_755402.png
Figures,How many blue squares?,2,1,4,figures_6_4_016174_061466_178232_755402.png
Figures,How many red circles?,4,6,5,figures_6_4_016174_061466_178232_755402.png
Figures,How many green circles?,3,1,2,figures_6_4_016174_061466_178232_755402.png
Figures,How many blue circles?,1,2,0,figures_6_4_016174_061466_178232_755402.png
Figures,How many figures?,24,20,23,figures_6_4_330808_628277_440453_253362.png
Figures,How many columns?,6,5,7,figures_6_4_330808_628277_440453_253362.png
Figures,How many rows?,4,5,2,figures_6_4_330808_628277_440453_253362.png
Figures,How many triangles?,7,9,5,figures_6_4_330808_628277_440453_253362.png
Figures,How many squares?,10,12,11,figures_6_4_330808_628277_440453_253362.png
Figures,How many circles?,7,5,9,figures_6_4_330808_628277_440453_253362.png
Figures,How many red figures?,10,8,12,figures_6_4_330808_628277_440453_253362.png
Figures,How many green figures?,5,7,6,figures_6_4_330808_628277_440453_253362.png
Figures,How many blue figures?,9,8,7,figures_6_4_330808_628277_440453_253362.png
Figures,How many red triangles?,3,1,4,figures_6_4_330808_628277_440453_253362.png
Figures,How many green triangles?,0,2,1,figures_6_4_330808_628277_440453_253362.png
Figures,How many blue triangles?,4,6,5,figures_6_4_330808_628277_440453_253362.png
Figures,How many red squares?,5,7,6,figures_6_4_330808_628277_440453_253362.png
Figures,How many green squares?,3,2,4,figures_6_4_330808_628277_440453_253362.png
Figures,How many blue squares?,2,4,0,figures_6_4_330808_628277_440453_253362.png
Figures,How many red circles?,2,4,3,figures_6_4_330808_628277_440453_253362.png
Figures,How many green circles?,2,0,4,figures_6_4_330808_628277_440453_253362.png
Figures,How many blue circles?,3,1,2,figures_6_4_330808_628277_440453_253362.png
Figures,How many figures?,24,22,20,figures_6_4_780146_270102_755064_406628.png
Figures,How many columns?,6,7,8,figures_6_4_780146_270102_755064_406628.png
Figures,How many rows?,4,2,5,figures_6_4_780146_270102_755064_406628.png
Figures,How many triangles?,10,9,12,figures_6_4_780146_270102_755064_406628.png
Figures,How many squares?,5,7,4,figures_6_4_780146_270102_755064_406628.png
Figures,How many circles?,9,6,11,figures_6_4_780146_270102_755064_406628.png
Figures,How many red figures?,9,8,10,figures_6_4_780146_270102_755064_406628.png
Figures,How many green figures?,8,5,11,figures_6_4_780146_270102_755064_406628.png
Figures,How many blue figures?,7,6,8,figures_6_4_780146_270102_755064_406628.png
Figures,How many red triangles?,5,4,6,figures_6_4_780146_270102_755064_406628.png
Figures,How many green triangles?,2,4,3,figures_6_4_780146_270102_755064_406628.png
Figures,How many blue triangles?,3,4,2,figures_6_4_780146_270102_755064_406628.png
Figures,How many red squares?,0,2,1,figures_6_4_780146_270102_755064_406628.png
Figures,How many green squares?,3,2,5,figures_6_4_780146_270102_755064_406628.png
Figures,How many blue squares?,2,1,3,figures_6_4_780146_270102_755064_406628.png
Figures,How many red circles?,4,3,6,figures_6_4_780146_270102_755064_406628.png
Figures,How many green circles?,3,4,2,figures_6_4_780146_270102_755064_406628.png
Figures,How many blue circles?,2,0,3,figures_6_4_780146_270102_755064_406628.png
Figures,How many figures?,24,29,28,figures_6_4_016660_348551_750218_414515.png
Figures,How many columns?,6,8,4,figures_6_4_016660_348551_750218_414515.png
Figures,How many rows?,4,3,6,figures_6_4_016660_348551_750218_414515.png
Figures,How many triangles?,9,8,10,figures_6_4_016660_348551_750218_414515.png
Figures,How many squares?,9,6,11,figures_6_4_016660_348551_750218_414515.png
Figures,How many circles?,6,8,7,figures_6_4_016660_348551_750218_414515.png
Figures,How many red figures?,7,5,10,figures_6_4_016660_348551_750218_414515.png
Figures,How many green figures?,9,7,11,figures_6_4_016660_348551_750218_414515.png
Figures,How many blue figures?,8,5,7,figures_6_4_016660_348551_750218_414515.png
Figures,How many red triangles?,3,2,1,figures_6_4_016660_348551_750218_414515.png
Figures,How many green triangles?,5,7,3,figures_6_4_016660_348551_750218_414515.png
Figures,How many blue triangles?,1,2,3,figures_6_4_016660_348551_750218_414515.png
Figures,How many red squares?,1,3,2,figures_6_4_016660_348551_750218_414515.png
Figures,How many green squares?,3,1,2,figures_6_4_016660_348551_750218_414515.png
Figures,How many blue squares?,5,6,4,figures_6_4_016660_348551_750218_414515.png
Figures,How many red circles?,3,5,1,figures_6_4_016660_348551_750218_414515.png
Figures,How many green circles?,1,0,2,figures_6_4_016660_348551_750218_414515.png
Figures,How many blue circles?,2,0,3,figures_6_4_016660_348551_750218_414515.png
Figures,How many figures?,24,23,26,figures_6_4_033312_537250_085582_067021.png
Figures,How many columns?,6,7,5,figures_6_4_033312_537250_085582_067021.png
Figures,How many rows?,4,3,5,figures_6_4_033312_537250_085582_067021.png
Figures,How many triangles?,11,13,14,figures_6_4_033312_537250_085582_067021.png
Figures,How many squares?,8,5,10,figures_6_4_033312_537250_085582_067021.png
Figures,How many circles?,5,3,4,figures_6_4_033312_537250_085582_067021.png
Figures,How many red figures?,10,8,7,figures_6_4_033312_537250_085582_067021.png
Figures,How many green figures?,4,6,2,figures_6_4_033312_537250_085582_067021.png
Figures,How many blue figures?,10,7,12,figures_6_4_033312_537250_085582_067021.png
Figures,How many red triangles?,5,3,7,figures_6_4_033312_537250_085582_067021.png
Figures,How many green triangles?,2,3,1,figures_6_4_033312_537250_085582_067021.png
Figures,How many blue triangles?,4,3,5,figures_6_4_033312_537250_085582_067021.png
Figures,How many red squares?,4,5,3,figures_6_4_033312_537250_085582_067021.png
Figures,How many green squares?,0,2,1,figures_6_4_033312_537250_085582_067021.png
Figures,How many blue squares?,4,5,6,figures_6_4_033312_537250_085582_067021.png
Figures,How many red circles?,1,2,0,figures_6_4_033312_537250_085582_067021.png
Figures,How many green circles?,2,3,0,figures_6_4_033312_537250_085582_067021.png
Figures,How many blue circles?,2,0,4,figures_6_4_033312_537250_085582_067021.png
Figures,How many figures?,24,21,26,figures_6_4_000073_540800_227646_547185.png
Figures,How many columns?,6,5,8,figures_6_4_000073_540800_227646_547185.png
Figures,How many rows?,4,6,5,figures_6_4_000073_540800_227646_547185.png
Figures,How many triangles?,10,12,8,figures_6_4_000073_540800_227646_547185.png
Figures,How many squares?,7,10,6,figures_6_4_000073_540800_227646_547185.png
Figures,How many circles?,7,4,5,figures_6_4_000073_540800_227646_547185.png
Figures,How many red figures?,10,12,13,figures_6_4_000073_540800_227646_547185.png
Figures,How many green figures?,7,4,6,figures_6_4_000073_540800_227646_547185.png
Figures,How many blue figures?,7,5,8,figures_6_4_000073_540800_227646_547185.png
Figures,How many red triangles?,7,8,10,figures_6_4_000073_540800_227646_547185.png
Figures,How many green triangles?,1,3,2,figures_6_4_000073_540800_227646_547185.png
Figures,How many blue triangles?,2,1,3,figures_6_4_000073_540800_227646_547185.png
Figures,How many red squares?,1,0,3,figures_6_4_000073_540800_227646_547185.png
Figures,How many green squares?,3,5,2,figures_6_4_000073_540800_227646_547185.png
Figures,How many blue squares?,3,2,5,figures_6_4_000073_540800_227646_547185.png
Figures,How many red circles?,2,1,3,figures_6_4_000073_540800_227646_547185.png
Figures,How many green circles?,3,2,5,figures_6_4_000073_540800_227646_547185.png
Figures,How many blue circles?,2,0,1,figures_6_4_000073_540800_227646_547185.png
Figures,How many figures?,24,21,23,figures_6_4_347815_782420_120117_770683.png
Figures,How many columns?,6,8,4,figures_6_4_347815_782420_120117_770683.png
Figures,How many rows?,4,2,3,figures_6_4_347815_782420_120117_770683.png
Figures,How many triangles?,10,13,11,figures_6_4_347815_782420_120117_770683.png
Figures,How many squares?,5,6,4,figures_6_4_347815_782420_120117_770683.png
Figures,How many circles?,9,8,6,figures_6_4_347815_782420_120117_770683.png
Figures,How many red figures?,6,8,7,figures_6_4_347815_782420_120117_770683.png
Figures,How many green figures?,11,13,12,figures_6_4_347815_782420_120117_770683.png
Figures,How many blue figures?,7,10,5,figures_6_4_347815_782420_120117_770683.png
Figures,How many red triangles?,3,5,1,figures_6_4_347815_782420_120117_770683.png
Figures,How many green triangles?,4,6,2,figures_6_4_347815_782420_120117_770683.png
Figures,How many blue triangles?,3,4,1,figures_6_4_347815_782420_120117_770683.png
Figures,How many red squares?,2,4,1,figures_6_4_347815_782420_120117_770683.png
Figures,How many green squares?,2,4,3,figures_6_4_347815_782420_120117_770683.png
Figures,How many blue squares?,1,2,0,figures_6_4_347815_782420_120117_770683.png
Figures,How many red circles?,1,2,3,figures_6_4_347815_782420_120117_770683.png
Figures,How many green circles?,5,7,6,figures_6_4_347815_782420_120117_770683.png
Figures,How many blue circles?,3,4,2,figures_6_4_347815_782420_120117_770683.png
Figures,How many figures?,24,27,28,figures_6_4_871333_205257_052281_701118.png
Figures,How many columns?,6,7,8,figures_6_4_871333_205257_052281_701118.png
Figures,How many rows?,4,5,6,figures_6_4_871333_205257_052281_701118.png
Figures,How many triangles?,12,13,14,figures_6_4_871333_205257_052281_701118.png
Figures,How many squares?,6,4,7,figures_6_4_871333_205257_052281_701118.png
Figures,How many circles?,6,5,4,figures_6_4_871333_205257_052281_701118.png
